ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Travis Jones,Wilbur Cross (New Haven, CT),OG,6-4.5,356,3,0.8115,Connecticut
NA,Chauncey Moore,Friendship Academy (Washington, DC),S,6-1,175,3,0.8115,Temple
NA,Thomas Burns,Pine-Richland (Miami, FL),CB,5-9,150,3,0.8115,Miami
NA,Despelado Alexandre,Deerfield Beach (Deerfield Beach, FL),OT,6-5,270,3,0.8115,Georgia State
NA,Nazir Sy,Norcross (Norcross, GA),DT,6-2,326,3,0.8115,Western Kentucky
NA,Keith Gallmon,Mobile Christian School (Mobile, AL),S,5-9,191,3,0.8115,South Alabama
NA,Isaiah Jones,La Salle College (Fort Washington, PA),DUAL,6-1,185,3,0.8115,William & Mary
NA,Micah McFadden,Plant (Tampa, FL),OLB,6-1,220,3,0.8114,Indiana
NA,Franklin Jackson,West Orange (Winter Garden, FL),WDE,6-2,217,3,0.8114,Florida Atlantic
NA,Jack Murphy,Bishop O'Connell (Arlington, VA),OT,6-2,228,3,0.8111,uncommitted
NA,Dante' Carter,St. Augustine (New Orleans, LA),DT,5-11,318,3,0.8111,Southeastern Louisiana
NA,Ben Tuipulotu,Nation Ford (Fort Mill, SC),ATH,6-4,200,3,0.8111,Brigham Young
NA,Shawn Thomas,Fort Bend Bush (Richmond, TX),ATH,5-10,146,3,0.8111,uncommitted
NA,Quae Drake,Wadley (Wadley, AL),WR,6-2,180,3,0.8111,uncommitted
NA,Cedric Williams,KIPP Renaissance (New Orleans, LA),WR,6-3,185,3,0.8111,uncommitted
NA,Johnny Rosario,Tilton School (Cambridge, MA),WR,6-3.5,200,3,0.8111,uncommitted
NA,John Graves,Lancaster (Lancaster, TX),DT,6-1,290,3,0.8107,New Mexico State
NA,Ron Hardge III,Cardinal Gibbons (Fort Lauderdale, FL),S,6-1,175,3,0.8107,Illinois
NA,Jahlil Ryles,Central (Phenix City, AL),OG,6-1.5,299,3,0.8104,Middle Tennessee State
NA,Yo'Heinz Tyler,Warren Easton (New Orleans, LA),WR,6-4,200,3,0.8104,Ball State
NA,Logan Hall,Belton (Belton, TX),WDE,6-6,225,3,0.8104,Houston
NA,Dylan Horton,Frisco (Frisco, TX),S,6-4,202,3,0.8104,New Mexico
NA,Trae Hall,Henderson (Henderson, TX),ATH,6-2,180,3,0.8104,New Mexico
NA,Austin Ogunmakin,Alief Hastings (Houston, TX),WR,6-3,181,3,0.8104,North Texas
NA,Jaren Mitchell,Hebron (Carrollton, TX),WR,5-9,175,3,0.8104,Brigham Young
NA,Cedric Patterson,Crosby (Crosby, TX),WR,5-11,170,3,0.8104,New Mexico
NA,Trey Lance,Marshall (Marshall, MN),DUAL,6-4,195,3,0.8104,North Dakota State
NA,Chris Elam,Kingwood (Humble, TX),OG,6-5,320,3,0.8104,uncommitted
NA,Jonah Panoke,St Louis School (Honolulu, HI),WR,6-2,185,3,0.8104,Hawaii
NA,Spencer Lovell,Rocky Mountain (Fort Collins, CO),OG,6-7,315,3,0.8104,Arizona State
NA,Chad Muma,Legend (Parker, CO),S,6-2,196,3,0.8104,Wyoming
NA,Michael Fairbanks,McEachern (Powder Springs, GA),SDE,6-3,250,3,0.8104,UAB
NA,Cam'Ron Carter,Tucker (Tucker, GA),OLB,6-2,210,3,0.8104,Colorado State
NA,Zach Schlager,Mc Cook Senior (Mccook, NE),OLB,6-1,211,3,0.8104,Colorado State
NA,Jalyn Shelton,Ridgeland (Rossville, GA),RB,5-11,218,3,0.8104,Austin Peay
NA,Malik Occiur,Northeast (Fort Lauderdale, FL),S,5-11.5,189,3,0.8104,Western Kentucky
NA,Randal Copeland,East Gadsden (Havana, FL),ILB,6-2,225,3,0.8104,USF
NA,Cardavion Myers,Piedmont (Piedmont, AL),CB,6-0,175,3,0.8104,Western Kentucky
NA,Trajen Johnson,Pulaski Academy (Little Rock, AR),WR,6-2,185,3,0.8104,Columbia
NA,Patrick Curley,Wagoner (Wagoner, OK),OLB,6-2,215,3,0.8104,Texas Tech
NA,Armon Williams,South Gwinnett (Lilburn, GA),SDE,6-3,265,3,0.8104,USF
NA,Gary Wiley,Pine Tree (Longview, TX),OLB,6-2,210,3,0.8104,SMU
NA,Jonathan Pace,St. Sebastian's (Needham, MA),SDE,6-5,260,3,0.8104,Connecticut
NA,Desmond Trotter,Shades Valley (Birmingham, AL),DUAL,6-3,185,3,0.8098,South Alabama
NA,Andrew Nwachukwu,Wylie (Wylie, TX),WR,6-2.5,195,3,0.8098,UTEP
NA,Noah Massey,Westfield (Houston, TX),WR,6-3,215,3,0.8098,Bowling Green
NA,Ahmad Edwards,Thompson (Alabaster, AL),WR,6-2,185,3,0.8098,Jacksonville State
NA,Siaosi Lauhingoa,Kahuku (Kahuku, HI),DT,6-2,295,3,0.8098,uncommitted
NA,Jermarcus White,Willis (Willis, TX),OLB,6-4,218,3,0.8098,North Texas
NA,Juma Otoviano,Martin (Arlington, TX),RB,5-10,180,3,0.8098,Rice
NA,Jerrod Clark,Brighton (Brighton, MA),TE,6-4,230,3,0.8098,Coastal Carolina
NA,Rico Payton,Lindbergh Sr. (Saint Louis, MO),WR,6-2,180,3,0.8098,Southern Illinois
NA,Trey Ross,Randleman (Randleman, NC),TE,6-3,227,3,0.8098,Appalachian State
NA,Traquan Butler,Miami Southridge (Miami, FL),CB,5-10,175,3,0.8098,uncommitted
NA,Malik Occuir,Northeast (Fort Lauderdale, FL),S,6-1,205,3,0.8098,uncommitted
NA,Alexander Shelton,International School of Broward (Hollywood, FL),S,6-1,205,3,0.8098,uncommitted
NA,Perrion Winfrey,Lake Park (Roselle, IL),DT,6-4,270,3,0.8098,uncommitted
NA,Joseph Petti,Fordham Prep (Bronx, NY),DT,6-6,290,3,0.8098,Navy
NA,Kenny Gardner III,James Hubert Blake (Silver Spring, MD),S,6-2,180,3,0.8098,Old Dominion
NA,Malakai Salu,Central Catholic (Portland, OR),ILB,6-0,242,3,0.8098,UNLV
NA,Austin Alexander,St Thomas More School (SACRAMENTO, CA),WR,6-6,215,3,0.8098,Fresno State
NA,Randell Turner,Norco (Norco, CA),ILB,6-3,230,3,0.8098,Sam Houston State
NA,Arnold Mbembe,Vanier College (Montreal, QC),WDE,6-6,235,3,0.8098,Massachusetts
NA,Marquez Glover,Vanguard (Ocala, FL),DUAL,6-1,170,3,0.8098,Kent State
NA,Tyrese Johnson-Fisher,Oakham School (England, ENGL),ATH,5-10,194,3,0.8098,Coastal Carolina
NA,Ben Becker,Park Hill South (Riverside, MO),OT,6-5,285,3,0.8098,South Alabama
NA,Thomas Muldrow,Prescott (Prescott, AR),ATH,5-11,187,3,0.8098,uncommitted
NA,Jaxon Boley,Larue County (Hodgenville, KY),TE,6-6,230,3,0.8098,Wyoming
NA,Isaac Matua,Kearns (Salt Lake City, UT),ILB,6-3,205,3,0.8098,Brigham Young
NA,Conner Warick,Timberline (Lacey, WA),SDE,6-4,240,3,0.8098,Oregon State
NA,De'Vaughn Brown,Deer Valley (Antioch, CA),WR,6-3,211,3,0.8098,Wyoming
NA,Patrick McSweeney,Monsignor Farrell (Staten Island, NY),WR,6-4,195,3,0.8098,Coastal Carolina
NA,Blake Lodes,Lake Ridge (Mansfield, TX),OT,6-7,317,3,0.8098,Louisiana-Monroe
NA,Emmett McNamara,Red Bank Catholic (Red Bank, NJ),OT,6-6,250,3,0.8094,Princeton
NA,Max Banes,St. Thomas (Houston, TX),OT,6-5,307,3,0.8094,Houston
NA,Kym Wimberly,Holy Cross (New Orleans, LA),WR,5-10.5,185,3,0.8093,Harvard
NA,Damien Tate,Warren Easton (New Orleans, LA),CB,5-8,170,3,0.8093,Tulane
NA,Kamakani Crosby,Newbury Park (Newbury Park, CA),DT,6-4,270,3,0.8093,Air Force
NA,Jaden Dedman,Upland (Upland, CA),CB,5-11,170,3,0.8093,Nevada
NA,Ty Thompson,Plant (Tampa, FL),RB,6-0,200,3,0.8093,East Carolina
NA,Meechie Oggs,Sweetwater (Sweetwater, TN),WDE,6-4,220,3,0.8093,uncommitted
NA,Colin Woodside,Fairfield Union (Lancaster, OH),OT,6-5,265,3,0.8093,Cincinnati
NA,Jaylen Turner,Arsenal Technical (Indianapolis, IN),OC,6-4,285,3,0.8093,Ball State
NA,Caleb Sutherland,Armwood (Seffner, FL),S,6-0,190,3,0.8093,Toledo
NA,Jaylen Key,Amos P. Godby (Tallahassee, FL),S,6-2,185,3,0.8093,UAB
NA,Kaevon Merriweather,Belleville (Belleville, MI),S,6-2,195,3,0.8093,Iowa
NA,Donavon Foley,Quitman (Quitman, AR),TE,6-2,225,3,0.8091,Central Arkansas
NA,Simi Bakare,Cedar Ridge (Austin, TX),RB,6-0,184,3,0.8088,Missouri
NA,Chance Poore,Westside (Anderson, SC),K,6-3,200,3,0.8087,Kentucky
NA,Shane Cherry,Grandview (Grandview, MO),OT,6-6,315,3,0.8086,Kansas State
NA,Bubba Baxa,Pasadena Memorial (Pasadena, TX),K,6-0,195,3,0.8083,Miami
NA,Khoury Bethley,Don Lugo (Chino, CA),RB,5-10,195,3,0.8083,Hawaii
NA,Javan Rice,Belen Jesuit Prep (Miami, FL),K,6-3,190,3,0.8076,Vanderbilt
NA,JaQualyn Greene,Bowie (Arlington, TX),CB,5-11,164,3,0.8075,uncommitted
NA,Deangelo White,Oscar Smith (Chesapeake, VA),RB,5-9,170,3,0.8075,uncommitted
NA,Juan Henry Jr.,Steele (Cibolo, TX),ILB,6-1,228,3,0.8075,uncommitted
NA,John Scott,Hitchcock (Hitchcock, TX),SDE,6-3,255,3,0.8073,Texas Tech
NA,Gatlin Grisso,Aubrey (Aubrey, TX),ATH,6-1,185,3,0.8072,Washington State
NA,Davion Johnson,Bedford (Bedford, OH),WR,5-8,160,3,0.8065,uncommitted
NA,Kameron Lewis,Klein Collins (Spring, TX),OT,6-4,300,3,0.8065,Houston
NA,Kolbe Langhi,Christian County (Hopkinsville, KY),PRO,6-5,220,3,0.8065,Kentucky
NA,Dennis Osagiede,Ridge Point (Missouri City, TX),DT,6-1,272,3,0.8065,Massachusetts
NA,Max Wilhite,Desert Edge (Goodyear, AZ),OT,6-3.5,301,3,0.8065,New Mexico State
NA,Cam Arnold,Cy-Fair (Cypress, TX),PRO,6-1,200,3,0.8065,Stephen F. Austin
NA,Trey Gray,Wren (Piedmont, SC),ATH,5-11,170,3,0.8065,Princeton
NA,Damion Daley,Ridge View (Columbia, SC),DT,6-4,260,3,0.8065,Colorado State
NA,Berrell Neal,Pope John XXIII (Sparta, NJ),RB,5-9,200,3,0.8065,uncommitted
NA,Jack Carter,Davidson Day (Davidson, NC),OT,6-5,270,3,0.8065,Princeton
NA,Christian Malloy,Parkview (Lilburn, GA),RB,5-10,200,3,0.8065,Georgia Tech
NA,Peyton Winstead,Leesville Road (Raleigh, NC),OC,6-3,290,3,0.8065,East Carolina
NA,Tyrick James,China Spring (China Spring, TX),TE,6-1.5,232,3,0.8065,Tulane
NA,Justin Long,Parkview (Lilburn, GA),WR,6-1,178,3,0.8065,uncommitted
NA,Genuine Potts,McEachern (Powder Springs, GA),WR,6-3,195,3,0.8065,Chattanooga
NA,Jimmy Phillips,Poteet (Mesquite, TX),OLB,6-2,190,3,0.8065,SMU
NA,Eric Rooks,The Taft School (Chicago, IL),WR,6-2,208,3,0.8065,Hawaii
NA,Malik Rodgers,Shadow Creek (Pearland, TX),WR,5-9,165,3,0.8065,Air Force
NA,Anthony Johnson,Magnolia (Magnolia, TX),RB,5-8,192,3,0.8065,uncommitted
NA,Anthony Pierce Jr.,Northview (Dothan, AL),DT,6-1,270,3,0.8065,Troy
NA,Patrick Ballard,Elkins (Missouri City, TX),WR,6-2,190,3,0.8065,UNLV
NA,TJ Graham,Lake Ridge (Mansfield, TX),WR,6-1,177,3,0.8065,Texas State
NA,TayJon Martin,Episcopal (Bellaire, TX),CB,5-11,175,3,0.8064,Lafayette
NA,Kai Golden,Mountain View (Tucson, AZ),DT,6-2,290,3,0.8064,New Mexico State
NA,Kason Martin,Manvel (Manvel, TX),PRO,6-2.5,182,3,0.8064,North Texas
NA,Josh McCulloch,Aldine Davis (Houston, TX),OG,6-3,315,3,0.8064,South Alabama
NA,Jacob Kainer,Cy Woods (Cypress, TX),TE,6-4,220,3,0.8064,uncommitted
NA,Jarrett Preston,Ridge Point (Missouri City, TX),S,5-11,202,3,0.8064,UTSA
NA,Tyree Henry,St. Frances Academy (Berlin, MD),WR,6-5,225,3,0.8064,uncommitted
NA,Daesean Winston,Archbishop Spalding (Severn, MD),OLB,6-2,185,3,0.8064,Temple
NA,Mike Jeter,Riverdale Baptist (Upper Marlboro, MD),S,6-0,170,3,0.8064,uncommitted
NA,Eddie Wilson,Milford Academy (HS)  (Hoboken, NJ),DT,6-2,330,3,0.8064,Buffalo
NA,Ginial Isma,Stranahan (Fort Lauderdale, FL),CB,5-11.5,167,3,0.8064,Western Michigan
NA,Shannon Carswell,Freeport (Freeport, FL),SDE,6-4,285,3,0.8064,Southern Miss
NA,Amir Gillis,Simon Gratz (Philadelphia, PA),ATH,5-10,192,3,0.8064,Temple
NA,Johnny Bogle,Nease (Ponte Vedra Beach, FL),TE,6-3,255,3,0.8064,East Carolina
NA,Jackson Parham,Hillsborough (Hillsborough, NJ),WR,6-2,178,3,0.8064,uncommitted
NA,Carlos Davis,Muscle Shoals  (Muscle Shoals, AL),RB,5-9,190,3,0.8064,South Alabama
NA,Peter Gray,Tupelo (Tupelo, MS),SDE,6-3,234,3,0.8064,UTSA
NA,Will Robinson,Hattiesburg (Hattiesburg, MS),ILB,6-2,200,3,0.8064,Southern Miss
NA,Jacarvis Anderson,Jonesboro (Jonesboro, AR),WDE,6-4,245,3,0.8064,uncommitted
NA,Monchovia Gaffney,Whiteville (Whiteville, NC),OLB,6-0,193,3,0.8064,Campbell
NA,Larry Clark,Blytheville (Blytheville, AR),OT,6-2.5,293,3,0.8064,uncommitted
NA,Alejandro Ramirez,Har-Ber (Springdale, AR),DT,6-2,280,3,0.8064,Central Arkansas
NA,Jamison Collier,Brookwood (Snellville, GA),ATH,6-3,190,3,0.8064,Ohio
NA,Troy Bradshaw,Mineral Wells (Mineral Wells, TX),OT,6-6.5,272,3,0.8064,Texas Tech
NA,Seni Tuiaki,East (Salt Lake City, UT),SDE,6-2,251,3,0.8062,Utah State
NA,Jaylen Jackson,Brunswick (Brunswick, GA),CB,6-0,193,3,0.8059,Georgia Tech
NA,Danyton Thomas,Beauregard  (Opelika, AL),CB,6-0,185,3,0.8054,UAB
NA,Collins Woods,Blount (Eight Mile, AL),WR,6-3,190,3,0.8054,Navy
NA,Kevin Nelson,Arlington Heights (Fort Worth, TX),DT,6-2,270,3,0.8054,UTSA
NA,Miles Oldacre,Klein Oak (Spring, TX),S,5-10,185,3,0.8054,Yale
NA,Kelechi Nwachuku,Memorial (Mcallen, TX),S,5-11,188,3,0.8054,UTSA
NA,Jason Bean,Lake Ridge (Mansfield, TX),PRO,6-1.5,173,3,0.8054,North Texas
NA,Jonny Fanaika,Pleasant Grove (Pleasant Grove, UT),WDE,6-3,200,3,0.8054,Utah
NA,Kebreyun Page,Cedar Hill (Cedar Hill, TX),OLB,6-2.5,192,3,0.8054,Rice
NA,Ygenio Booker,Hernando (Brooksville, FL),ATH,5-11,200,3,0.8054,Tulane
NA,Bryce Lawrence,Ola (McDonough, GA),PRO,6-3,185,3,0.8054,Mercer
NA,Pierce Withers,Bowie (Austin, TX),S,5-11,180,3,0.8054,Texas State
NA,Jaden Robinson,Auburn Riverside (Auburn, WA),CB,6-1,187,3,0.8054,Oregon State
NA,A.J. Boyd,Pitt-Ant (Pittsburg, CA),WR,5-9,168,3,0.8054,Howard
NA,Jordan Weeks,Wimberley (Wimberley, TX),PRO,6-3,220,3,0.8054,UTSA
NA,Rashad Ajayi,Langston Hughes (Fairburn, GA),CB,5-11,175,3,0.8054,Colorado State
NA,Dallas Holliday,Oaks Christian (Westlake Village, CA),DT,6-4,300,3,0.8054,Boise State
NA,Will McCabe,William Fremd (Palatine, IL),SDE,6-4,250,3,0.8054,Western Michigan
NA,Deporess Schletty,Alpharetta (Alpharetta, GA),DT,6-2,275,3,0.8054,Western Kentucky
NA,Jireh Wilson,Northside (Jacksonville, NC),S,6-3,190,3,0.8054,East Carolina
NA,Anthony Marinelli,DePaul Catholic (Wayne, NJ),OC,6-4,295,3,0.8054,Fordham
NA,Kmare Carey,Belleville (Belleville, MI),CB,6-2,170,3,0.8054,Western Michigan
NA,John Paddock,Bloomfield Hills (Bloomfield Hills, MI),PRO,6-0,185,3,0.8054,Ball State
NA,Dylan OQuinn,Lake (Millbury, OH),TE,6-5,255,3,0.8054,Cincinnati
NA,EJ Williams,Pike (Indianapolis, IN),S,6-1,208,3,0.8054,Eastern Michigan
NA,Drake Centers,Tatum (Tatum, TX),OG,6-3,295,3,0.8054,Texas Southern
NA,James Stagg,Desert Vista (Phoenix, AZ),TE,6-4.5,245,3,0.8054,Navy
NA,Markeith Montgomery,Ridgeland (Rossville, GA),ATH,5-9,170,3,0.8054,Kennesaw State
NA,John Ruffin,Beaumont Central (Beaumont, TX),S,5-11,185,3,0.8054,uncommitted
NA,Kadas Reams,Milford Academy (HS)  (New Brunswick, NJ),WR,6-1,175,3,0.8054,Temple
NA,Oskar Andersson,Sweden (Sweden, SWED),OT,6-5,290,3,0.8054,Temple
NA,Zareon Hayes,Dillon (Dillon, SC),OLB,6-3,230,3,0.8054,Appalachian State
NA,Aaron Jarman,North Lenoir (La Grange, NC),TE,6-5,243,3,0.8054,Temple
NA,Devin Mathews,Matanzas (Palm Coast, FL),OLB,6-4,200,3,0.8054,Navy
NA,Jake Papez,Timberland (Wentzville, MO),TE,6-4,230,3,0.8054,Bowling Green
NA,Jaylen Jones,Alief Hastings (Houston, TX),S,6-1,205,3,0.8054,Air Force
NA,Brad Papez,Timberland (Wentzville, MO),OT,6-5.5,261,3,0.8054,Bowling Green
NA,Brandon Shelnutt,Archer (Lawrenceville, GA),TE,6-4,230,3,0.8054,Mercer
NA,Christian Cain,Grenada (Grenada, MS),CB,6-0.5,174,3,0.8054,uncommitted
NA,Evan Fields,East Coweta (Sharpsburg, GA),OT,6-5.5,260,3,0.8054,Memphis
NA,Shane Hooks,Olympia (Orlando, FL),WR,6-5,190,3,0.8054,Ohio
NA,Dylan McDuffie,Sweet Home Senior (Buffalo, NY),RB,6-0,205,3,0.8054,Buffalo
NA,Dylan Wyatt,St Mary's College (Albany, CA),CB,6-0,176,3,0.8054,Illinois
NA,Kendarin Ray,Brenham (Brenham, TX),ATH,6-3,190,3,0.8054,Tulsa
NA,Jakari Norwood,Deerfield Beach (Deerfield Beach, FL),RB,5-10,170,3,0.8051,Illinois
NA,Jaylon Thomas,Coronado (Lubbock, TX),OT,6-4,270,3,0.8047,SMU
NA,Emany Johnson,Hercules (Hercules, CA),CB,6-2,190,3,0.8043,Nevada
NA,Kilifi Leaaetoa,Menlo-Atherton (Sunnyvale, CA),ILB,6-1,210,3,0.8043,Fresno State
NA,Jamall Hickbottom,Williamson (Mobile, AL),ILB,6-2,216,3,0.8043,South Alabama
NA,Carson Strong,Will C. Wood (Vacaville, CA),PRO,6-4,195,3,0.8043,Nevada
NA,Antonio Colclough,Cardinal Hayes (Bronx, NY),WDE,6-4,224,3,0.8043,Temple
NA,Ronnie Stevenson,Montour (Mckees Rocks, PA),WR,6-5,200,3,0.8043,Temple
NA,Keshawn Banks,Rio Rancho (Rio Rancho, NM),SDE,6-4,250,3,0.8043,San Diego State
NA,Stephon Brown,R B Glenn (Kernersville, NC),DUAL,6-5,220,3,0.8043,Appalachian State
NA,Layne Hatcher,Pulaski Academy (Little Rock, AR),DUAL,6-0,204,3,0.8043,Alabama
NA,Layton Jordan,Freeport Area (Sarver, PA),ATH,6-3,205,3,0.8043,Temple
NA,Rodney Wright III,Clovis West (Fresno, CA),WR,5-10,165,3,0.8043,Fresno State
NA,Issac Power,Ponderosa (Parker, CO),P,6-2,180,3,0.8034,Baylor
NA,Chad Magyar,Santa Margarita Catholic (Rancho Santa Margarita, CA),RB,6-1,197,3,0.8032,UNLV
NA,Shamar Whestone,Upland (Upland, CA),CB,5-11,192,3,0.8032,uncommitted
NA,Mozes Mooney,The Bishop's School (La Jolla, CA),WR,6-1,180,3,0.8032,Columbia
NA,Jeremy Moussa,Eleanor Roosevelt (Corona, CA),PRO,6-2,190,3,0.8032,Hawaii
NA,Ty'Rhae Gibson,Paramount (Paramount, CA),CB,6-0,160,3,0.8032,Montana State
NA,Caleb Griffin,Danville (Danville, IL),K,6-3,180,3,0.8028,Illinois
NA,Wayne Parrish,J. P. Taravella (Pompano Beach, FL),WR,6-0.5,190,3,0.8025,uncommitted
NA,Tyrese Jackson,Jensen Beach (Jensen Beach, FL),ATH,5-8,165,3,0.8025,uncommitted
NA,Dedrick Powell,George Washington Carver (Birmingham, AL),CB,5-9,158,3,0.8014,uncommitted
NA,Abraham Beauplan,Boynton Beach (Boynton Beach, FL),OLB,6-0,205,3,0.8014,uncommitted
NA,Jalen Hooks,Warren G Harding (Warren, OH),WR,6-2,170,3,0.8014,Akron
NA,Johnson Hansen,East (Salt Lake City, UT),ILB,6-3,247,3,0.8014,Utah State
NA,KJ Phillips,Woodward Academy (Atlanta, GA),ILB,5-9,190,3,0.8014,uncommitted
NA,Trey Love,Southeast Guilford (Greensboro, NC),WDE,6-3,230,3,0.8014,East Carolina
NA,Brock Mattison,Buford (Buford, GA),OLB,6-2,223,3,0.8014,Appalachian State
NA,Dallas Caporaletti,C. D. Hylton (Woodbridge, VA),OT,6-4,260,3,0.8014,uncommitted
NA,Keyshawn Johnson,Duncanville (Duncanville, TX),OLB,5-11,214,3,0.8014,Louisiana-Monroe
NA,Tyler Jackson,DeSoto (DeSoto, TX),ILB,6-1,220,3,0.8014,uncommitted
NA,Cameron Fleming,Cedar Hill (Cedar Hill, TX),APB,5-7,171,3,0.8014,Memphis
NA,Drew Martin,Battle Ground Academy (Franklin, TN),PRO,6-2,190,3,0.8014,Tennessee Tech
NA,Detravion Green,Ashdown (Ashdown, AR),RB,5-11.5,174,3,0.8014,Arkansas State
NA,Jontavious Ferguson,Manchester (Manchester, GA),ILB,6-1,210,3,0.8014,Georgia Southern
NA,Jaxon Gibbs,The Colony (The Colony, TX),S,5-11,187,3,0.8014,North Texas
NA,Isaiah Givens,Bergen Catholic (Oradell, NJ),WR,6-3,195,3,0.8014,Stony Brook
NA,Dawson Hill,South Plantation (Fort Lauderdale, FL),RB,5-11,190,3,0.8014,Georgia State
NA,Mahmud Dioubate,Bartram John - Main (Philadelphia, PA),ATH,6-2,180,3,0.8014,uncommitted
NA,Da'Vion Kidd-Jackson,West Philadelphia Catholic (Philadelphia, PA),ATH,6-1,185,3,0.8014,uncommitted
NA,Jaivon Heiligh,Venice (Venice, FL),WR,6-2,187,3,0.8014,Coastal Carolina
NA,Devin Bell,Goshen (Goshen, AL),WDE,6-5,235,3,0.8014,Western Kentucky
NA,Nick Croawell,Centennial (Roswell, GA),WDE,6-4,235,3,0.8014,FIU
NA,Blake Aragon,Stephenville (Stephenville, TX),WR,6-4,185,3,0.8014,Texas State
NA,Trey Urquhart,North Cobb (Kennesaw, GA),OLB,6-1,210,3,0.8014,Western Kentucky
NA,Steven Brumfield,Lake Area New Tech (New Orleans, LA),WR,5-11,160,3,0.8014,uncommitted
NA,Adam Shepherd,Catholic For Boys (Little Rock, AR),TE,6-3,210,3,0.8014,uncommitted
NA,Chris Wiggins,Grimsley (Greensboro, NC),WR,6-2,180,3,0.8014,Charlotte
NA,Roderic Forts,Cedar Grove (Ellenwood, GA),WDE,6-3,220,3,0.8014,Western Kentucky
NA,Greg Grate Jr,Miami Carol City (Miami, FL),ATH,5-11,170,3,0.8014,Middle Tennessee State
NA,Jamree Kromah,Charles Herbert Flowers (Upper Marlboro, MD),SDE,6-3,246,3,0.8012,Rutgers
NA,Dabarre Jenkins,Vanguard (Ocala, FL),CB,5-9,171,3,0.8005,uncommitted
NA,Tim McClendon,Carroll Sch (Ozark, AL),ILB,6-0,205,3,0.8004,Air Force
NA,John Bailey Gullatt,West Monroe (West Monroe, LA),ILB,6-0,230,3,0.8004,Army
NA,Angelo Collins,Ouachita Parish (Monroe, LA),S,6-2,170,3,0.8004,uncommitted
NA,Josh Bornes,San Marcos (San Marcos, CA),ATH,6-0,195,3,0.8004,San Diego State
NA,Demajay Williams,Palmdale (Palmdale, CA),WR,5-10.5,172,3,0.8004,uncommitted
NA,Bryson Blackmon-George,Hawkins (Los Angeles, CA),DT,6-2,285,3,0.8004,uncommitted
NA,Zach Ritner,Capistrano Valley (Mission Viejo, CA),SDE,6-3,240,3,0.8004,Hawaii
NA,Nolan Potter,George Washington (Cedar Rapids, IA),OT,6-6,255,3,0.8004,Northern Illinois
NA,Devin Black,Armwood (Seffner, FL),DUAL,6-1,170,3,0.8004,Bethune-Cookman
NA,Dylan Hopkins,Maryville (Maryville, TN),DUAL,6-2.5,200,3,0.8004,UAB
NA,George Pearson,Mater Dei (Matawan, NJ),PRO,6-1,210,3,0.8004,Central Michigan
NA,Henry Pearson,Paramus Catholic (Paramus, NJ),ATH,6-3,235,3,0.8004,Appalachian State
NA,Marcus Wilson,Chaparral (Temecula, CA),WDE,6-5,225,3,0.8004,uncommitted
NA,Matt Robinson,J Serra Catholic (San Juan Capistrano, CA),DUAL,6-1,180,3,0.8004,Illinois
NA,Khristian Boyd,Blue Springs (Blue Springs, MO),DT,6-4,305,3,0.8004,uncommitted
NA,Zhamaine March,East English Village Prep (Detroit, MI),CB,5-7,157,3,0.8004,Northern Illinois
NA,Arther Green,Parkway Central (Chesterfield, MO),WR,6-3,190,3,0.8004,Arkansas State
NA,Malachi Buckner,Tucker (Tucker, GA),S,6-0,185,3,0.8004,Gardner-Webb
NA,Alec Burton,Danville Community Sch (Danville, IN),TE,6-5,215,3,0.8004,Ohio
NA,Dimitri Sakalia,Menlo-Atherton (Menlo Park, CA),WDE,6-4,240,3,0.8004,San Jose State
NA,Bryce Parker,Upland (Upland, CA),WR,6-4,210,3,0.8004,Fresno State
NA,Jordan Morrison,Steinert (Trenton, NJ),ATH,6-1,190,3,0.8004,Connecticut
NA,Jean Paul Rodriguez,Lakewood (Lakewood, NJ),OT,6-5,285,3,0.8004,Temple
NA,Jace Waters,Allen (Allen, TX),OLB,6-2,201,3,0.8004,Air Force
NA,Imiee Cooksey,Haltom (Fort Worth, TX),WR,5-10,166,3,0.8004,Tulsa
NA,Ryan Taylor,Grayson (Loganville, GA),DT,6-1,280,3,0.8004,Arkansas State
NA,Kewan Parker,Miami Carol City (Opa Locka, FL),S,5-11,190,3,0.8004,Northern Illinois
NA,Michael Lewis,David Crockett (Jonesborough, TN),WDE,6-6,235,3,0.8004,Liberty
NA,Christian Henderson,Greenwood (Greenwood, MS),OT,6-5,290,3,0.8004,Louisiana Tech
NA,Ean Beek,Taylor (Katy, TX),RB,5-8.5,175,3,0.8004,uncommitted
NA,Ches Jackson,Tift County (Tifton, GA),OT,6-5,270,3,0.8004,Colorado State
NA,D'Angelo Durham,Grovetown (Grovetown, GA),RB,6-1,197,3,0.8004,Savannah State
NA,Hunter Webb,Loyalsock Twp (Williamsport, PA),OLB,6-2,205,3,0.8004,Connecticut
NA,Pete Rooney,Westminster School (Atlanta, GA),OT,6-6,282,3,0.8004,Connecticut
NA,Jared Wilson,Charles Henderson Sch (Troy, AL),RB,5-11,210,3,0.8004,South Alabama
NA,Markeis Colvin,Armwood (Tampa, FL),ATH,5-10,182,3,0.8004,Marshall
NA,Golden Eke III,Langham Creek (Houston, TX),WR,6-1,180,3,0.8004,uncommitted
NA,Shaquor Newkirk,Harrells Christian Academy (Harrells, NC),WDE,6-5,206,3,0.8004,Coastal Carolina
